model,hf,family,lab,org,country,date,date_src,open_weights,arch,moe,N_total,N_active,N,N_src,N_rep,N_gap,N_emb,tied,N_nonemb,D,D_src,D_card_verified,D_obs,epoch_model,epoch_D,epoch_DC,D_vs_epoch,confidence,M,C6,code,distilled,synthetic,continued,mm,base_released,dl30,dl_all,dl30_instruct,dlall_instruct,n_instruct_found,dl30_total,dlall_total,likes,hf_found,in_A,sample,note
gemma-3-12b-pt,google/gemma-3-12b-pt,Gemma-3,Google,,,2025-03-12 00:00:00,release date (developer announcement),True,dense,False,11770325040.0,11770325040.0,11770325040.0,HF safetensors (float tensors),,,1006878720.0,True,10763446320.0,12000000000000.0,"Gemma 3 card: 27B 14T, 12B 12T, 4B 4T, 1B 2T, 270M 6T; distillation for all sizes (Gemma 3 report)",True,,,,,,,1019.5130516123793,8.4746340288e+23,False,True,False,False,True,True,33941.0,960617.0,593713.0,22900512.0,1,627654.0,23861129.0,94.0,True,False,B,
gemma-3-27b-pt,google/gemma-3-27b-pt,Gemma-3,Google,,,2025-03-12 00:00:00,release date (developer announcement),True,dense,False,27015406640.0,27015406640.0,27015406640.0,HF safetensors (float tensors),,,1409630208.0,True,25605776432.0,14000000000000.0,"Gemma 3 card: 27B 14T, 12B 12T, 4B 4T, 1B 2T, 270M 6T; distillation for all sizes (Gemma 3 report)",True,,,,,,,518.2228121368007,2.26929415776e+24,False,True,False,False,True,True,12362.0,326653.0,387297.0,17168667.0,1,399659.0,17495320.0,125.0,True,False,B,
OLMo-2-0425-1B,allenai/OLMo-2-0425-1B,OLMo-2,AI2,,,2025-04-17 22:45:45,HF upload date,True,dense,False,1484916736.0,1484916736.0,1484916736.0,HF safetensors (float tensors),,,411041792.0,False,1073874944.0,4050000000000.0,card: stage 1 4T + stage 2 50B,True,,,,,,,2727.4256541209866,3.60834766848e+22,False,False,False,False,False,True,790638.0,6987741.0,73217.0,784908.0,1,863855.0,7772649.0,82.0,True,False,B,
OLMo-2-1124-7B,allenai/OLMo-2-1124-7B,OLMo-2,AI2,"Allen Institute for AI,University of Washington,New York University (NYU)","United States of America,United States of America,United States of America",2024-12-31 00:00:00,Epoch publication date,True,dense,False,7298617344.0,7298617344.0,7298617344.0,HF safetensors (float tensors),,,822083584.0,False,6476533760.0,4050000000000.0,card: stage 1 4T + stage 2 50B (3-run soup),True,,OLMo 2 Furious 7B,,4110367564983.004,,Confident,554.8996212727055,1.773564014592e+23,False,False,False,False,False,True,72492.0,1503098.0,37422.0,598618.0,1,109914.0,2101716.0,70.0,True,True,B,
OLMo-2-1124-13B,allenai/OLMo-2-1124-13B,OLMo-2,AI2,"Allen Institute for AI,University of Washington,New York University (NYU)","United States of America,United States of America,United States of America",2024-12-31 00:00:00,Epoch publication date,True,dense,False,13716198400.0,13716198400.0,13716198400.0,HF safetensors (float tensors),,,1027604480.0,False,12688593920.0,5150000000000.0,card: stage 1 5T (1.2 epochs) + stage 2 100B x3 / 300B x1 soup (mean 150B),True,,OLMo 2 Furious 13B,,5589498229091.428,,Confident,375.46846799766325,4.2383053056e+23,False,False,False,False,False,True,9636.0,282605.0,16307.0,237725.0,1,25943.0,520330.0,69.0,True,True,B,
OLMo-2-0325-32B,allenai/OLMo-2-0325-32B,OLMo-2,AI2,Allen Institute for AI,United States of America,2025-03-13 00:00:00,Epoch publication date,True,dense,False,32234279936.0,32234279936.0,32234279936.0,HF safetensors (float tensors),,,1027604480.0,False,31206675456.0,6150000000000.0,card: stage 1 6T (1.5 epochs) + stage 2 100B x3 / 300B x1 soup (mean 150B),True,,OLMo 2 32B,6000000000000.0,6721622666827.07,0.010723865391773066,Confident,190.79067415839916,1.1894449296384e+24,False,False,False,False,False,True,7240.0,319578.0,94790.0,258859.0,1,102030.0,578437.0,66.0,True,True,B,
OLMoE-1B-7B-0924,allenai/OLMoE-1B-7B-0924,OLMoE,AI2,"Allen Institute for AI,Contextual AI,University of Washington,Princeton University","United States of America,United States of America,United States of America,United States of America",2024-09-03 00:00:00,Epoch publication date,True,moe,True,6919161856.0,1300000000.0,1300000000.0,HF safetensors (float tensors),,,206045184.0,False,,5130000000000.0,"card: 5,033B pretraining + 100B annealing",True,,OLMoE,,6633539489102.564,,Confident,3946.153846153846,4.0014e+22,False,False,False,False,False,True,126299.0,1607206.0,17941.0,486896.0,1,144240.0,2094102.0,153.0,True,True,B,MoE 1.3B active / 6.9B total
Olmo-3-1025-7B,allenai/Olmo-3-1025-7B,Olmo-3,AI2,,,2025-09-12 19:24:57,HF upload date,True,dense,False,7298011136.0,7298011136.0,7298011136.0,HF safetensors (float tensors),,,821477376.0,False,6476533760.0,6030000000000.0,card: stage 1 5.93T + stage 2 100B,True,,,,,,,826.2525073790187,2.6404204290048e+23,False,False,False,False,False,True,112370.0,1155873.0,406145.0,3440657.0,2,518515.0,4596530.0,88.0,True,False,B,
Olmo-3-1125-32B,allenai/Olmo-3-1125-32B,Olmo-3,AI2,Allen Institute for AI,United States of America,2025-11-20 00:00:00,Epoch publication date,True,dense,False,32233522176.0,32233522176.0,32233522176.0,HF safetensors (float tensors),,,1026846720.0,False,31206675456.0,5600000000000.0,card: stage 1 5.50T + stage 2 100B,True,,Olmo 3,5500000000000.0,5687660576846.212,0.007825337511956526,Confident,173.73217762002974,1.0830463451136e+24,False,False,False,False,False,True,35171.0,298651.0,25989.0,327760.0,2,61160.0,626411.0,127.0,True,True,B,
SmolLM2-135M,HuggingFaceTB/SmolLM2-135M,SmolLM2,Hugging Face,,,2024-10-31 00:46:04,HF upload date,True,dense,False,134515008.0,134515008.0,134515008.0,HF safetensors (float tensors),,,28311552.0,True,106203456.0,2000000000000.0,card: 2T,True,,,,,,,14868.229424630446,1.614180096e+21,False,False,True,False,False,True,1838046.0,20793714.0,1647324.0,15644882.0,1,3485370.0,36438596.0,235.0,True,False,B,
SmolLM2-360M,HuggingFaceTB/SmolLM2-360M,SmolLM2,Hugging Face,,,2024-10-31 00:43:11,HF upload date,True,dense,False,361821120.0,361821120.0,361821120.0,HF safetensors (float tensors),,,47185920.0,True,314635200.0,4000000000000.0,card: 4T,True,,,,,,,11055.186607127853,8.68370688e+21,False,False,True,False,False,True,576019.0,2194282.0,306926.0,7740819.0,1,882945.0,9935101.0,133.0,True,False,B,
SmolLM2-1.7B,HuggingFaceTB/SmolLM2-1.7B,SmolLM2,Hugging Face,,,2024-10-30 22:50:10,HF upload date,True,dense,False,1711376384.0,1711376384.0,1711376384.0,HF safetensors (float tensors),,,100663296.0,True,1610713088.0,11000000000000.0,card: 11T,True,,,,,,,6427.574964128989,1.12950841344e+23,False,False,True,False,False,True,243327.0,1591445.0,251857.0,2943823.0,1,495184.0,4535268.0,160.0,True,False,B,
SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-Base,SmolLM3,Hugging Face,,,2025-06-19 11:33:11,HF upload date,True,dense,False,3075098624.0,3075098624.0,3075098624.0,HF safetensors (float tensors),,,262668288.0,True,2812430336.0,11200000000000.0,card: 11.2T,True,,,,,,,3642.1596083417194,2.066466275328e+23,False,False,True,False,False,True,625491.0,1923220.0,617517.0,5840915.0,1,1243008.0,7764135.0,174.0,True,False,B,
Phi-3-mini-4k-instruct,microsoft/Phi-3-mini-4k-instruct,Phi-3,Microsoft,Microsoft,United States of America,2024-04-23 00:00:00,Epoch publication date,True,dense,False,3821079552.0,3821079552.0,3821079552.0,HF safetensors (float tensors),,,197001216.0,False,3624078336.0,4900000000000.0,card (June 2024 update): 4.9T,True,,phi-3-mini 3.8B,3300000000000.0,3281795060622.7,0.1716821401506262,Confident,1282.360111407594,1.123397388288e+23,False,False,True,False,False,False,346393.0,31396866.0,0.0,0.0,0,346393.0,31396866.0,1465.0,True,True,B,
Phi-3-small-8k-instruct,microsoft/Phi-3-small-8k-instruct,Phi-3,Microsoft,Microsoft,United States of America,2024-04-23 00:00:00,Epoch publication date,True,dense,False,7392274432.0,7392274432.0,7392274432.0,HF safetensors (float tensors),,,411041792.0,True,6981232640.0,4800000000000.0,card: 4.8T,True,,phi-3-small 7.4B,4800000000000.0,4805016416360.23,0.0,Confident,649.3265427513825,2.128975036416e+23,False,False,True,False,False,False,22479.0,1124253.0,0.0,0.0,0,22479.0,1124253.0,178.0,True,True,B,
Phi-3-medium-4k-instruct,microsoft/Phi-3-medium-4k-instruct,Phi-3,Microsoft,Microsoft,United States of America,2024-04-23 00:00:00,Epoch publication date,True,dense,False,13960238080.0,13960238080.0,13960238080.0,HF safetensors (float tensors),,,328335360.0,False,13631902720.0,4800000000000.0,card: 4.8T,True,,phi-3-medium 14B,4800000000000.0,4813671487184.265,0.0,Likely,343.8336776560189,4.02054856704e+23,False,False,True,False,False,False,18641.0,966867.0,0.0,0.0,0,18641.0,966867.0,225.0,True,True,B,
Phi-3.5-mini-instruct,microsoft/Phi-3.5-mini-instruct,Phi-3.5,Microsoft,Microsoft,United States of America,2024-04-23 00:00:00,Epoch publication date,True,dense,False,3821079552.0,3821079552.0,3821079552.0,HF safetensors (float tensors),,,197001216.0,False,3624078336.0,3400000000000.0,card: 3.4T,True,,Phi-3.5-mini,,1618266665877.2214,,Confident,889.8008936297592,7.79500228608e+22,False,False,True,False,False,False,363948.0,12739622.0,0.0,0.0,0,363948.0,12739622.0,1087.0,True,True,B,
Phi-3.5-MoE-instruct,microsoft/Phi-3.5-MoE-instruct,Phi-3.5,Microsoft,Microsoft,United States of America,2024-04-23 00:00:00,Epoch publication date,True,moe,True,41873153344.0,6600000000.0,6600000000.0,HF safetensors (float tensors),,,262668288.0,False,,4900000000000.0,card: 4.9T,True,,Phi-3.5-MoE,,7626993939393.939,,Confident,742.4242424242424,1.9404e+23,False,False,True,False,False,False,134886.0,2418875.0,0.0,0.0,0,134886.0,2418875.0,579.0,True,True,B,MoE 6.6B active / 41.9B total
phi-4,microsoft/phi-4,Phi-4,Microsoft,Microsoft Research,United States of America,2024-12-12 00:00:00,Epoch publication date,True,dense,False,14659507200.0,14659507200.0,14659507200.0,HF safetensors (float tensors),,,1027604480.0,False,13631902720.0,9800000000000.0,card: 9.8T,True,,Phi-4,,10596310609040.574,,Confident,668.5081473952959,8.6197902336e+23,False,False,True,False,False,False,624150.0,14410434.0,0.0,0.0,0,624150.0,14410434.0,2309.0,True,True,B,
Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,Phi-4,Microsoft,Microsoft,United States of America,2025-03-03 00:00:00,Epoch publication date,True,dense,False,3836021760.0,3836021760.0,3836021760.0,HF safetensors (float tensors),,,614596608.0,True,3221425152.0,5000000000000.0,card: 5T,True,,Phi-4 Mini,5000000000000.0,4325731283999.112,0.0,Confident,1303.433690636833,1.150806528e+23,False,False,True,False,False,False,379213.0,9095676.0,0.0,0.0,0,379213.0,9095676.0,840.0,True,True,B,
DeepSeek-V2-Lite,deepseek-ai/DeepSeek-V2-Lite,DeepSeek-V2,DeepSeek,,,2024-05-15 05:31:53,HF upload date,True,moe,True,15706484224.0,2400000000.0,2400000000.0,HF safetensors (float tensors),,,419430400.0,False,,5700000000000.0,card: 5.7T,True,,,,,,,2375.0,8.208e+22,False,False,False,False,False,True,262175.0,5273353.0,143537.0,7975744.0,1,405712.0,13249097.0,190.0,True,False,B,MoE 2.4B active / 15.7B total
DeepSeek-V3-Base,deepseek-ai/DeepSeek-V3-Base,DeepSeek-V3,DeepSeek,DeepSeek,China,2024-12-24 00:00:00,Epoch publication date,True,moe,True,684531386000.0,37000000000.0,37000000000.0,HF safetensors (float tensors),,,1853358080.0,False,,14800000000000.0,card: 14.8T,True,,DeepSeek-V3,14800000000000.0,14864864864864.865,0.0,Confident,400.0,3.2856e+24,False,False,False,False,False,True,2575.0,1161581.0,3323710.0,96573204.0,4,3326285.0,97734785.0,1706.0,True,True,B,MoE 37B active / 671B total
Kimi-K2-Base,moonshotai/Kimi-K2-Base,Kimi-K2,Moonshot,Moonshot,China,2025-07-11 00:00:00,Epoch publication date,True,moe,True,1026470731056.0,32000000000.0,32000000000.0,HF safetensors (float tensors),,,2348810240.0,False,,15500000000000.0,card: 15.5T,True,,Kimi K2,15500000000000.0,15500000000000.0,0.0,Confident,484.375,2.976e+24,False,False,False,False,False,True,12868.0,163127.0,294909.0,9347719.0,2,307777.0,9510846.0,306.0,True,True,B,MoE 32B active / 1.04T total
GLM-4.5-Base,zai-org/GLM-4.5-Base,GLM-4.5,Zhipu,"Z.ai (Zhipu AI),Tsinghua University","China,China",2025-07-28 00:00:00,Epoch publication date,True,moe,True,358337791296.0,32000000000.0,32000000000.0,HF safetensors (float tensors),,,1551892480.0,False,,23000000000000.0,GLM-4.5 report via Epoch (2.31e13),,,GLM-4.5,23100000000000.0,23020833333333.332,-0.0018841438745514144,Confident,718.75,4.416e+24,False,False,False,False,False,True,475.0,11048.0,101274.0,1121306.0,1,101749.0,1132354.0,61.0,True,True,B,MoE 32B active / 355B total; card silent on D
Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,Falcon3,TII,Technology Innovation Institute,United Arab Emirates,2024-12-17 00:00:00,Epoch publication date,True,dense,False,7455550464.0,7455550464.0,7455550464.0,HF safetensors (float tensors),,,805306368.0,False,6650244096.0,14000000000000.0,card: 14 teratokens,True,,Falcon3-7B,14000000000000.0,13144569334377.723,0.0,Confident,1877.7956191968176,6.26266238976e+23,False,False,False,False,False,True,4697.0,159599.0,11853.0,534935.0,1,16550.0,694534.0,40.0,True,True,B,
falcon-11B,tiiuae/falcon-11B,Falcon2,TII,Technology Innovation Institute,United Arab Emirates,2024-05-09 00:00:00,Epoch publication date,True,dense,False,11102822400.0,11102822400.0,11102822400.0,HF safetensors (float tensors),,,532676608.0,False,10570145792.0,5500000000000.0,"Epoch 5.5e12; card: over 5,000B tokens",True,,Falcon 2 11B,5500000000000.0,5404031320900.891,0.0,Confident,495.3695377492483,3.663931392e+23,False,False,False,False,False,True,3115.0,587061.0,0.0,0.0,0,3115.0,587061.0,219.0,True,True,B,
granite-3.0-2b-base,ibm-granite/granite-3.0-2b-base,Granite-3.0,IBM,IBM,United States of America,2024-10-21 00:00:00,Epoch publication date,True,dense,False,2533525504.0,2533525504.0,2533525504.0,HF safetensors (float tensors),,,100663296.0,True,2432862208.0,12000000000000.0,card: 10T + 2T,True,,Granite 3.0 2B,12000000000000.0,11841207026586.143,0.0,Confident,4736.482810634458,1.82413836288e+23,False,False,False,False,False,True,2596.0,90766.0,5218.0,234180.0,1,7814.0,324946.0,25.0,True,True,B,
granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,Granite-3.0,IBM,IBM,United States of America,2024-10-21 00:00:00,Epoch publication date,True,dense,False,8170835968.0,8170835968.0,8170835968.0,HF safetensors (float tensors),,,201326592.0,True,7969509376.0,12000000000000.0,card: 10T + 2T,True,,Granite 3.0 8B,12000000000000.0,11895967607313.494,0.0,Confident,1468.6379762115425,5.88300189696e+23,False,False,False,False,False,True,8537.0,96628.0,26061.0,1030965.0,1,34598.0,1127593.0,27.0,True,True,B,
Apertus-8B-2509,swiss-ai/Apertus-8B-2509,Apertus,Swiss AI,,,2025-09-02 00:50:39,HF upload date,True,dense,False,8053338176.0,8053338176.0,8053338176.0,HF safetensors (float tensors),,,1073741824.0,False,6979596352.0,15000000000000.0,card: 15T,True,,,,,,,1862.5816614409612,7.2480043584e+23,False,False,False,False,False,True,11607.0,200500.0,477610.0,3882527.0,1,489217.0,4083027.0,172.0,True,False,B,
Apertus-70B-2509,swiss-ai/Apertus-70B-2509,Apertus,Swiss AI,"ETH Zurich,Ecole Polytechnique F´ed´erale de Lausanne (EPFL),Swiss National Supercomputing Centre (CSCS),Swisscom","Switzerland,Switzerland,Switzerland,Switzerland",2025-09-02 00:00:00,Epoch publication date,True,dense,False,70599864480.0,70599864480.0,70599864480.0,HF safetensors (float tensors),,,2147483648.0,False,68452380832.0,15000000000000.0,card: 15T,True,,Apertus 70B,15000000000000.0,15911267558474.686,0.0,Confident,212.46499707162045,6.3539878032e+24,False,False,False,False,False,True,74972.0,110240.0,22149.0,415956.0,1,97121.0,526196.0,159.0,True,True,B,
marin-8b-base,marin-community/marin-8b-base,Marin,Marin,Marin,United States of America,2025-05-19 00:00:00,Epoch publication date,True,dense,False,8030261248.0,8030261248.0,8030261248.0,HF safetensors (float tensors),,,1050673152.0,False,6979588096.0,12700000000000.0,card: 12.7T,True,,Marin 8B,,12701952881720.244,,Confident,1581.5176627239912,6.119059070976e+23,False,False,False,False,False,True,3311.0,59251.0,463.0,26999.0,1,3774.0,86250.0,17.0,True,True,B,
DCLM-7B,apple/DCLM-7B,DCLM,Apple,Apple,United States of America,2024-07-20 00:00:00,Epoch publication date,True,dense,False,6889674752.0,6889674752.0,6889674752.0,HF safetensors (float tensors),,,,,,2500000000000.0,card: 2.5T,True,,DCLM 7B,2500000000000.0,2540032821566.785,0.0,Confident,362.8618316523979,1.0334512128e+23,False,False,False,False,False,True,343.0,27520.0,0.0,0.0,0,343.0,27520.0,834.0,True,True,B,
neo_7b,m-a-p/neo_7b,MAP-Neo,M-A-P,"University of Waterloo,01.AI,Wuhan University","Canada,China,China",2024-07-10 00:00:00,Epoch publication date,True,dense,False,7793716224.0,7793716224.0,7793716224.0,HF safetensors (float tensors),,,394788864.0,False,7398927360.0,4420000000000.0,card: 3.7T + 720B decay,True,,MAP-Neo,4500000000000.0,4041717595901.0127,-0.007790244426251788,Confident,567.1235483772215,2.0668935426048e+23,False,False,False,False,False,True,400.0,4620.0,0.0,0.0,0,400.0,4620.0,58.0,True,True,B,
K2,LLM360/K2,LLM360-K2,LLM360,,,2024-04-17 18:50:01,HF upload date,True,dense,False,65286184960.0,65286184960.0,65286184960.0,HF safetensors (float tensors),,,524812288.0,False,64761372672.0,1400000000000.0,card: 1.4T,True,,,,,,,21.444046713064363,5.48403953664e+23,False,False,False,False,False,True,681.0,21931.0,227.0,21800.0,1,908.0,43731.0,103.0,True,False,B,
stablelm-3b-4e1t,stabilityai/stablelm-3b-4e1t,StableLM-3B-4E1T,Stability AI,Stability AI,United Kingdom,2023-09-29 00:00:00,Epoch publication date,True,dense,False,2795443200.0,2795443200.0,2795443200.0,HF safetensors (float tensors),,,257556480.0,False,2537886720.0,4000000000000.0,card: 1T tokens x 4 epochs,True,,StableLM-3B-4E1T,4000000000000.0,3702454050935.4653,0.0,Confident,1430.9001163035614,6.70906368e+22,False,False,False,False,False,True,43676.0,1039646.0,0.0,0.0,0,43676.0,1039646.0,316.0,True,True,B,
